,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,clusters,cluster
21263,102,1,24,1,102,0,yellow
21264,75,2,26,0,75,0,yellow
21265,31,1,16,0,31,0,yellow
21266,33,1,33,2,28,0,yellow
21267,57,1,25,5,57,0,yellow
21268,56,1,30,0,56,0,yellow
21269,86,1,47,0,86,0,yellow
21270,63,2,32,0,63,0,yellow
21271,64,2,44,1,64,0,yellow
21272,99,3,66,4,99,0,yellow
21273,51,1,20,0,51,0,yellow
21274,56,1,46,0,56,0,yellow
21275,39,0,30,0,39,0,yellow
21276,60,2,29,6,60,0,yellow
21277,53,1,30,9,53,0,yellow
21278,63,1,37,3,63,0,yellow
21279,28,0,15,2,28,0,yellow
21280,163,4,46,14,163,1,red
21281,35,1,29,5,35,0,yellow
21282,52,1,19,8,52,0,yellow
21283,19,0,19,0,15,0,yellow
21284,35,1,33,0,35,0,yellow
21285,63,1,19,10,63,0,yellow
21286,59,1,36,2,59,0,yellow
21287,60,1,37,2,60,0,yellow
21288,46,1,33,3,46,0,yellow
21289,61,1,34,4,61,0,yellow
21290,49,1,20,7,49,0,yellow
21291,83,3,66,3,83,0,yellow
21292,152,1,41,0,152,1,red
21293,164,1,37,0,164,1,red
21294,120,1,38,1,120,1,red
21295,26,1,26,3,25,0,yellow
21296,159,1,31,4,159,1,red
21297,74,2,19,3,74,0,yellow
21298,51,1,29,5,51,0,yellow
21299,64,1,54,0,64,0,yellow
21300,64,1,54,0,64,0,yellow
21301,58,1,43,1,58,0,yellow
21302,30,1,30,3,26,0,yellow
21303,182,6,37,18,182,1,red
21304,32,1,32,0,23,0,yellow
21305,53,1,40,1,53,0,yellow
21306,67,1,67,0,61,0,yellow
21307,81,2,49,1,81,0,yellow
21308,157,5,2,18,157,1,red
21309,144,2,131,0,144,1,red
21310,58,1,37,2,58,0,yellow
21311,63,0,22,0,63,0,yellow
21312,35,1,35,1,33,0,yellow
21313,139,3,7,10,139,1,red
21314,89,0,29,0,89,0,yellow
21315,56,1,37,4,56,0,yellow
21316,56,1,45,1,56,0,yellow
21317,35,1,35,0,35,0,yellow
21318,27,0,22,0,27,0,yellow
21319,175,1,37,0,175,1,red
21320,31,0,19,0,31,0,yellow
21321,37,1,37,2,14,0,yellow
21322,23,1,23,0,23,0,yellow
21323,54,1,16,2,54,0,yellow
21324,60,1,34,0,60,0,yellow
21325,74,2,3,1,74,0,yellow
21326,92,3,0,7,92,0,yellow
21327,72,1,40,2,72,0,yellow
21328,28,1,4,2,28,0,yellow
21329,72,2,72,0,71,0,yellow
21330,39,1,17,0,39,0,yellow
21331,64,2,63,1,64,0,yellow
21332,35,1,32,3,35,0,yellow
21333,155,1,54,0,155,1,red
21334,158,4,158,1,100,1,red
21335,35,1,35,1,13,0,yellow
21336,57,1,31,8,57,0,yellow
21337,75,2,36,10,75,0,yellow
21338,153,1,25,1,153,1,red
21339,50,1,37,0,50,0,yellow
21340,52,1,52,1,39,0,yellow
21341,39,1,39,2,37,0,yellow
21342,65,2,38,9,65,0,yellow
21343,136,3,23,6,136,1,red
21344,25,0,25,3,17,0,yellow
21345,52,1,47,2,52,0,yellow
21346,51,1,44,1,51,0,yellow
21347,65,1,24,0,65,0,yellow
21348,64,1,53,0,64,0,yellow
21349,43,1,21,8,43,0,yellow
21350,65,1,65,4,56,0,yellow
21351,184,5,63,12,184,1,red
21352,158,6,105,15,158,1,red
21353,132,3,33,8,132,1,red
21354,39,1,39,0,8,0,yellow
21355,36,1,36,0,2,0,yellow
21356,48,1,48,3,44,0,yellow
21357,149,1,42,1,149,1,red
21358,166,1,30,0,166,1,red
21359,72,2,2,6,72,0,yellow
21360,82,1,34,1,82,0,yellow
21361,55,1,55,2,46,0,yellow
21362,34,1,34,1,21,0,yellow
21363,36,1,36,0,10,0,yellow
21364,85,1,37,1,85,0,yellow
21365,52,1,38,1,52,0,yellow
21366,99,3,0,8,99,0,yellow
21367,50,1,44,0,50,0,yellow
21368,152,1,39,0,152,1,red
21369,150,7,22,5,150,1,red
21370,84,3,16,10,84,0,yellow
21371,34,1,34,3,29,0,yellow
21372,59,1,25,2,59,0,yellow
21373,79,2,19,7,79,0,yellow
21374,96,3,20,3,96,0,yellow
21375,56,1,37,0,56,0,yellow
21376,62,2,18,17,62,0,yellow
21377,44,2,30,4,44,0,yellow
21378,46,2,34,5,46,0,yellow
21379,85,0,27,0,85,0,yellow
21380,37,1,37,2,19,0,yellow
21381,47,1,36,1,47,0,yellow
21382,65,2,22,11,65,0,yellow
21383,74,1,31,0,74,0,yellow
21384,47,1,38,0,47,0,yellow
21385,55,1,37,2,55,0,yellow
21386,74,2,17,0,74,0,yellow
21387,47,1,47,0,31,0,yellow
21388,103,1,103,1,53,0,yellow
21389,42,1,42,0,23,0,yellow
21390,82,1,0,18,82,0,yellow
21391,100,2,18,7,100,0,yellow
21392,170,2,46,2,170,1,red
21393,63,1,23,1,63,0,yellow
21394,158,3,76,2,158,1,red
21395,61,1,54,0,61,0,yellow
21396,137,3,21,7,137,1,red
21397,64,1,64,0,62,0,yellow
21398,60,1,24,0,60,0,yellow
21399,47,1,23,0,47,0,yellow
21400,35,1,35,0,23,0,yellow
21401,44,1,30,0,44,0,yellow
21402,29,0,25,1,29,0,yellow
21403,53,1,38,2,53,0,yellow
21404,43,1,43,0,24,0,yellow
21405,26,1,26,1,23,0,yellow
21406,53,1,39,2,53,0,yellow
21407,40,1,40,0,15,0,yellow
21408,90,2,27,14,90,0,yellow
21409,120,2,28,6,120,1,red
21410,23,0,23,0,23,0,yellow
21411,41,1,20,0,41,0,yellow
21412,209,2,137,1,209,1,red
21413,33,0,33,0,17,0,yellow
21414,37,1,37,0,20,0,yellow
21415,31,0,25,0,31,0,yellow
21416,182,1,81,1,182,1,red
21417,60,1,14,0,60,0,yellow
21418,162,2,17,2,162,1,red
21419,34,1,34,2,22,0,yellow
21420,33,0,33,1,16,0,yellow
21421,32,1,30,2,32,0,yellow
21422,41,1,41,1,33,0,yellow
21423,46,1,0,3,46,0,yellow
21424,173,5,121,6,173,1,red
21425,37,1,31,2,37,0,yellow
21426,38,1,26,2,38,0,yellow
21427,33,0,33,1,15,0,yellow
21428,39,1,39,0,13,0,yellow
21429,178,3,178,2,118,1,red
21430,70,0,31,0,70,0,yellow
21431,131,1,23,0,131,1,red
21432,21,0,12,1,21,0,yellow
21433,43,1,33,2,43,0,yellow
21434,127,3,5,11,127,1,red
21435,15,0,15,0,12,0,yellow
21436,70,1,25,2,70,0,yellow
21437,166,3,166,1,152,1,red
21438,107,1,35,3,107,1,red
21439,43,1,20,0,43,0,yellow
21440,19,0,19,0,16,0,yellow
21441,32,1,24,4,32,0,yellow
21442,18,0,18,0,14,0,yellow
21443,11,0,11,0,6,0,yellow
21444,125,5,22,2,125,1,red
21445,24,0,23,0,24,0,yellow
21446,155,3,140,1,155,1,red
21447,152,3,152,0,150,1,red
21448,30,0,30,3,16,0,yellow
21449,55,1,25,0,55,0,yellow
21450,59,1,13,0,59,0,yellow
21451,73,1,25,3,73,0,yellow
21452,104,4,6,14,104,0,yellow
21453,67,1,23,5,67,0,yellow
21454,68,1,33,1,68,0,yellow
21455,133,1,38,0,133,1,red
21456,107,3,17,6,107,0,yellow
21457,29,1,29,1,18,0,yellow
21458,61,2,15,0,61,0,yellow
21459,152,4,17,6,152,1,red
21460,56,1,45,0,56,0,yellow
21461,44,1,30,0,44,0,yellow
21462,52,1,36,2,52,0,yellow
21463,47,3,33,1,47,0,yellow
21464,52,1,31,3,52,0,yellow
21465,59,1,35,3,59,0,yellow
21466,45,1,11,1,45,0,yellow
21467,162,1,34,0,162,1,red
21468,45,1,29,5,45,0,yellow
21469,88,1,20,3,88,0,yellow
21470,33,1,33,0,3,0,yellow
21471,71,1,43,2,71,0,yellow
21472,39,1,39,0,14,0,yellow
21473,70,1,22,1,70,0,yellow
21474,21,0,21,0,16,0,yellow
21475,41,1,41,0,28,0,yellow
21476,36,1,33,1,36,0,yellow
21477,48,1,32,1,48,0,yellow
21478,116,1,20,16,116,1,red
21479,195,13,2,31,195,1,red
21480,38,1,25,0,38,0,yellow
21481,43,1,43,0,21,0,yellow
21482,53,1,17,5,53,0,yellow
21483,37,1,24,4,37,0,yellow
21484,68,2,17,3,68,0,yellow
21485,55,1,42,1,55,0,yellow
21486,79,1,79,3,34,0,yellow
21487,57,1,39,6,57,0,yellow
21488,210,5,25,11,210,1,red
21489,26,1,9,1,26,0,yellow
21490,71,1,19,4,71,0,yellow
21491,44,0,30,0,44,0,yellow
21492,155,3,132,1,155,1,red
21493,39,1,39,0,36,0,yellow
21494,46,1,32,4,46,0,yellow
21495,142,1,31,2,142,1,red
21496,113,0,26,0,113,1,red
21497,38,0,28,1,38,0,yellow
21498,304,1,42,2,298,2,black
21499,34,0,34,0,27,0,yellow
21500,44,1,35,5,44,0,yellow
21501,84,2,19,5,84,0,yellow
21502,44,1,44,1,44,0,yellow
21503,32,1,32,1,28,0,yellow
21504,66,2,22,0,66,0,yellow
21505,61,1,17,1,61,0,yellow
21506,162,4,47,8,162,1,red
21507,153,2,36,4,153,1,red
21508,62,1,62,0,53,0,yellow
21509,52,1,37,2,52,0,yellow
21510,58,1,52,0,58,0,yellow
21511,42,1,42,0,22,0,yellow
21512,56,1,31,0,56,0,yellow
21513,60,1,19,3,60,0,yellow
21514,77,1,43,5,77,0,yellow
21515,70,1,46,1,70,0,yellow
21516,50,1,44,1,50,0,yellow
21517,150,4,19,3,150,1,red
21518,66,1,20,9,66,0,yellow
21519,56,1,41,1,56,0,yellow
21520,40,1,40,1,19,0,yellow
21521,61,1,61,0,58,0,yellow
21522,61,1,44,1,61,0,yellow
21523,42,1,42,0,12,0,yellow
21524,65,1,61,0,65,0,yellow
21525,106,2,13,7,106,0,yellow
21526,52,1,52,0,30,0,yellow
21527,43,1,43,0,26,0,yellow
21528,75,1,30,0,75,0,yellow
21529,158,4,22,6,158,1,red
21530,38,2,37,4,38,0,yellow
21531,47,1,46,2,47,0,yellow
21532,57,1,29,4,57,0,yellow
21533,36,1,36,0,24,0,yellow
21534,34,1,23,0,34,0,yellow
21535,44,1,21,0,44,0,yellow
21536,158,4,158,2,105,1,red
21537,182,2,33,0,182,1,red
21538,42,1,28,4,42,0,yellow
21539,40,1,13,2,40,0,yellow
21540,34,1,18,3,34,0,yellow
21541,35,2,31,6,35,0,yellow
21542,52,1,32,0,52,0,yellow
21543,49,1,25,6,49,0,yellow
21544,63,1,15,6,63,0,yellow
21545,28,1,4,2,28,0,yellow
21546,33,1,33,2,14,0,yellow
21547,49,1,44,0,49,0,yellow
21548,133,1,36,1,133,1,red
21549,133,4,4,34,133,1,red
21550,43,1,43,0,7,0,yellow
21551,53,1,20,10,53,0,yellow
21552,22,1,22,2,22,0,yellow
21553,91,1,47,1,91,0,yellow
21554,23,1,3,1,23,0,yellow
21555,50,1,31,2,50,0,yellow
21556,178,2,178,8,119,1,red
21557,73,2,73,1,62,0,yellow
21558,64,2,14,25,64,0,yellow
21559,74,2,33,6,74,0,yellow
21560,50,1,26,4,50,0,yellow
21561,88,3,6,27,88,0,yellow
21562,60,1,36,2,60,0,yellow
21563,55,1,27,0,55,0,yellow
21564,70,1,18,1,70,0,yellow
21565,39,1,39,0,31,0,yellow
21566,89,1,40,0,89,0,yellow
21567,54,1,28,2,54,0,yellow
21568,167,8,18,24,167,1,red
21569,78,2,43,0,78,0,yellow
21570,39,1,39,0,30,0,yellow
21571,200,1,32,2,200,1,red
21572,170,8,7,24,170,1,red
21573,39,1,32,1,39,0,yellow
21574,53,2,42,0,53,0,yellow
21575,36,0,36,0,5,0,yellow
21576,139,1,24,2,139,1,red
21577,39,1,35,0,39,0,yellow
21578,57,0,21,0,57,0,yellow
21579,45,1,23,5,45,0,yellow
21580,26,0,21,0,26,0,yellow
21581,35,0,35,2,31,0,yellow
21582,41,1,30,2,41,0,yellow
21583,52,1,18,0,52,0,yellow
21584,36,0,32,1,36,0,yellow
21585,192,1,42,0,192,1,red
21586,281,4,1,15,281,1,red
21587,31,1,25,2,31,0,yellow
21588,31,1,31,1,24,0,yellow
21589,85,0,26,0,85,0,yellow
21590,158,0,26,0,158,1,red
21591,44,1,24,4,44,0,yellow
21592,153,0,30,0,153,1,red
21593,56,1,39,0,56,0,yellow
21594,36,0,36,0,29,0,yellow
21595,47,1,32,6,47,0,yellow
21596,46,1,26,2,46,0,yellow
21597,88,3,88,1,81,0,yellow
21598,44,1,23,4,44,0,yellow
21599,68,1,36,1,68,0,yellow
21600,35,0,32,1,35,0,yellow
21601,33,1,33,1,21,0,yellow
21602,58,1,42,0,58,0,yellow
21603,83,2,18,9,83,0,yellow
21604,305,3,119,3,305,2,black
21605,40,1,34,5,40,0,yellow
21606,176,1,41,0,176,1,red
21607,188,2,119,1,188,1,red
21608,96,1,39,0,96,0,yellow
21609,31,1,31,0,25,0,yellow
21610,53,1,20,0,53,0,yellow
21611,97,3,16,1,97,0,yellow
21612,34,0,33,3,34,0,yellow
21613,63,1,23,1,63,0,yellow
21614,32,0,13,0,32,0,yellow
21615,78,1,23,4,78,0,yellow
21616,64,1,14,12,64,0,yellow
21617,65,1,35,0,65,0,yellow
21618,48,1,30,1,48,0,yellow
21619,141,0,28,1,141,1,red
21620,112,1,49,0,112,1,red
21621,51,1,36,0,51,0,yellow
21622,157,1,39,0,157,1,red
21623,39,1,30,3,39,0,yellow
21624,55,2,8,4,55,0,yellow
21625,34,1,34,1,17,0,yellow
21626,34,1,34,0,23,0,yellow
21627,83,2,12,20,83,0,yellow
21628,39,1,39,1,28,0,yellow
21629,34,1,24,2,34,0,yellow
21630,40,2,38,9,40,0,yellow
21631,53,0,16,0,53,0,yellow
21632,25,0,8,1,25,0,yellow
21633,52,1,24,11,52,0,yellow
21634,28,1,28,2,24,0,yellow
21635,59,1,35,3,59,0,yellow
21636,29,0,29,1,26,0,yellow
21637,54,1,26,7,54,0,yellow
21638,36,1,6,0,36,0,yellow
21639,36,1,30,2,36,0,yellow
21640,37,1,37,1,26,0,yellow
21641,40,0,19,0,40,0,yellow
21642,36,1,29,3,36,0,yellow
21643,167,0,38,0,167,1,red
21644,111,4,1,7,111,1,red
21645,41,1,34,6,41,0,yellow
21646,34,0,20,0,34,0,yellow
21647,51,2,16,8,51,0,yellow
21648,68,1,36,1,68,0,yellow
21649,39,1,24,0,39,0,yellow
21650,31,1,12,2,31,0,yellow
21651,152,0,28,0,152,1,red
21652,86,2,49,0,86,0,yellow
21653,197,2,13,12,197,1,red
21654,54,1,10,5,54,0,yellow
21655,45,0,21,0,45,0,yellow
21656,26,1,21,2,26,0,yellow
21657,47,1,47,1,25,0,yellow
21658,53,1,48,1,53,0,yellow
21659,60,1,60,0,21,0,yellow
21660,48,1,48,0,23,0,yellow
21661,78,0,26,0,78,0,yellow
21662,156,8,4,13,156,1,red
21663,51,1,33,2,51,0,yellow
21664,82,2,18,30,82,0,yellow
21665,50,1,30,7,50,0,yellow
21666,31,0,24,3,31,0,yellow
21667,22,0,11,0,22,0,yellow
21668,32,1,26,3,32,0,yellow
21669,500,2,88,1,494,2,black
21670,30,1,30,3,27,0,yellow
21671,26,0,26,1,17,0,yellow
21672,35,1,35,1,26,0,yellow
21673,30,0,30,1,17,0,yellow
21674,56,1,38,1,56,0,yellow
21675,52,1,24,1,52,0,yellow
21676,54,1,24,1,54,0,yellow
21677,73,2,36,1,73,0,yellow
21678,59,1,34,2,59,0,yellow
21679,16,1,10,1,16,0,yellow
21680,204,1,42,0,204,1,red
21681,38,1,25,2,38,0,yellow
21682,31,1,31,1,30,0,yellow
21683,81,3,16,18,81,0,yellow
21684,37,1,37,0,35,0,yellow
21685,59,2,38,8,59,0,yellow
21686,42,1,42,0,19,0,yellow
21687,181,4,77,7,181,1,red
21688,68,2,25,7,68,0,yellow
21689,33,1,19,4,33,0,yellow
21690,150,3,139,1,150,1,red
21691,34,1,34,0,26,0,yellow
21692,59,1,41,0,59,0,yellow
21693,52,1,17,2,52,0,yellow
21694,140,1,117,0,140,1,red
21695,39,1,27,9,39,0,yellow
21696,30,1,30,3,22,0,yellow
21697,37,1,37,1,19,0,yellow
21698,61,0,20,0,61,0,yellow
21699,55,2,20,12,55,0,yellow
21700,155,1,25,0,155,1,red
21701,23,0,22,0,23,0,yellow
21702,72,1,24,3,72,0,yellow
21703,36,0,32,0,36,0,yellow
21704,40,0,40,0,27,0,yellow
21705,95,2,87,0,95,0,yellow
21706,44,1,25,8,44,0,yellow
21707,46,1,29,1,46,0,yellow
21708,500,1,40,0,464,2,black
21709,56,1,31,3,56,0,yellow
21710,110,3,7,12,110,1,red
21711,65,1,52,3,65,0,yellow
21712,90,0,24,0,90,0,yellow
21713,33,0,33,1,32,0,yellow
21714,48,1,36,0,48,0,yellow
21715,37,1,5,0,37,0,yellow
21716,176,0,33,0,176,1,red
21717,50,1,11,0,50,0,yellow
21718,64,1,24,3,64,0,yellow
21719,65,1,41,0,65,0,yellow
21720,37,1,37,3,34,0,yellow
21721,41,1,41,2,18,0,yellow
21722,41,1,23,2,41,0,yellow
21723,48,1,24,2,48,0,yellow
21724,52,1,52,2,38,0,yellow
21725,48,1,48,0,19,0,yellow
21726,39,1,25,2,39,0,yellow
21727,41,1,26,3,41,0,yellow
21728,40,1,40,4,39,0,yellow
21729,46,1,25,0,46,0,yellow
21730,38,1,12,0,38,0,yellow
21731,262,16,3,15,262,1,red
21732,79,0,21,0,79,0,yellow
21733,42,1,42,1,21,0,yellow
21734,69,2,49,2,69,0,yellow
21735,29,0,29,1,5,0,yellow
21736,52,0,36,2,52,0,yellow
21737,63,3,36,2,63,0,yellow
21738,20,0,16,0,20,0,yellow
21739,70,1,24,1,70,0,yellow
21740,49,1,21,2,49,0,yellow
21741,59,2,29,14,59,0,yellow
21742,53,1,31,3,53,0,yellow
21743,37,1,37,0,16,0,yellow
21744,110,1,23,2,110,1,red
21745,38,1,38,2,23,0,yellow
21746,56,1,11,5,56,0,yellow
21747,30,1,30,1,30,0,yellow
21748,28,0,28,1,28,0,yellow
21749,203,3,203,3,109,1,red
21750,187,10,0,34,187,1,red
21751,37,1,37,1,26,0,yellow
21752,42,1,42,0,31,0,yellow
21753,57,1,24,10,57,0,yellow
21754,52,1,29,2,52,0,yellow
21755,19,0,14,0,19,0,yellow
21756,51,1,28,8,51,0,yellow
21757,154,0,37,0,154,1,red
21758,39,1,2,3,39,0,yellow
21759,61,3,21,0,61,0,yellow
21760,42,1,36,2,42,0,yellow
21761,49,1,5,11,49,0,yellow
21762,50,1,33,8,50,0,yellow
21763,41,1,41,0,29,0,yellow
21764,31,1,31,3,27,0,yellow
21765,92,2,86,1,92,0,yellow
21766,159,3,159,3,121,1,red
21767,27,0,11,2,27,0,yellow
21768,46,1,46,0,36,0,yellow
21769,71,2,5,27,71,0,yellow
21770,62,2,21,10,62,0,yellow
21771,18,1,18,1,9,0,yellow
21772,56,1,31,0,56,0,yellow
21773,48,1,48,1,28,0,yellow
21774,22,0,19,0,22,0,yellow
21775,28,0,28,0,12,0,yellow
21776,54,1,54,0,40,0,yellow
21777,34,1,30,1,34,0,yellow
21778,11,0,11,0,3,0,yellow
21779,51,1,42,2,51,0,yellow
21780,122,1,19,2,122,1,red
21781,69,1,29,0,69,0,yellow
21782,177,7,9,17,177,1,red
21783,41,0,41,0,20,0,yellow
21784,72,2,28,7,72,0,yellow
21785,61,1,53,0,61,0,yellow
21786,54,1,28,0,54,0,yellow
21787,53,1,45,0,53,0,yellow
21788,19,0,19,0,16,0,yellow
21789,74,1,74,0,42,0,yellow
21790,168,5,33,11,168,1,red
21791,37,1,26,0,37,0,yellow
21792,56,1,24,1,56,0,yellow
21793,54,1,39,0,54,0,yellow
21794,56,1,48,0,56,0,yellow
21795,72,1,33,0,72,0,yellow
21796,56,1,48,0,56,0,yellow
21797,50,1,19,1,50,0,yellow
21798,74,1,44,1,74,0,yellow
21799,65,1,21,2,65,0,yellow
21800,51,1,17,0,51,0,yellow
21801,29,1,29,0,9,0,yellow
21802,42,1,42,0,22,0,yellow
21803,54,1,23,4,54,0,yellow
21804,43,1,33,1,43,0,yellow
21805,41,0,41,1,21,0,yellow
21806,86,1,58,0,86,0,yellow
21807,50,1,42,0,50,0,yellow
21808,61,1,13,4,61,0,yellow
21809,50,0,25,0,50,0,yellow
21810,30,0,14,0,30,0,yellow
21811,53,1,10,1,53,0,yellow
21812,29,0,29,1,28,0,yellow
21813,35,1,35,0,34,0,yellow
21814,47,1,17,8,47,0,yellow
21815,68,1,44,0,68,0,yellow
21816,35,1,23,4,35,0,yellow
21817,62,1,10,2,62,0,yellow
21818,75,1,45,2,75,0,yellow
21819,66,2,52,0,66,0,yellow
21820,39,1,39,0,29,0,yellow
21821,153,3,89,2,153,1,red
21822,67,1,31,1,67,0,yellow
21823,44,1,12,2,44,0,yellow
21824,57,1,38,3,57,0,yellow
21825,121,4,11,36,121,1,red
21826,41,1,27,2,41,0,yellow
21827,72,2,20,6,72,0,yellow
21828,83,0,40,0,83,0,yellow
21829,54,1,37,4,54,0,yellow
21830,61,3,33,0,61,0,yellow
21831,62,0,22,0,62,0,yellow
21832,76,1,39,2,76,0,yellow
21833,67,1,38,3,67,0,yellow
21834,28,1,27,2,28,0,yellow
21835,55,1,46,1,55,0,yellow
21836,38,1,38,0,19,0,yellow
21837,43,1,5,1,43,0,yellow
21838,51,1,29,6,51,0,yellow
21839,53,1,43,0,53,0,yellow
21840,155,2,49,1,155,1,red
21841,43,1,38,0,43,0,yellow
21842,65,1,65,0,58,0,yellow
21843,136,1,44,0,136,1,red
21844,88,1,40,0,88,0,yellow
21845,38,1,38,0,14,0,yellow
21846,70,1,24,15,70,0,yellow
21847,46,1,28,5,46,0,yellow
21848,69,1,29,1,69,0,yellow
21849,47,1,20,1,47,0,yellow
21850,500,21,8,17,475,2,black
21851,34,0,19,0,34,0,yellow
21852,56,1,42,0,56,0,yellow
21853,35,1,35,0,17,0,yellow
21854,99,2,39,3,99,0,yellow
21855,39,1,39,0,11,0,yellow
21856,72,1,44,2,72,0,yellow
21857,64,2,27,10,64,0,yellow
21858,76,1,40,2,76,0,yellow
21859,35,1,35,0,19,0,yellow
21860,49,1,31,2,49,0,yellow
21861,33,1,25,0,33,0,yellow
21862,65,1,34,4,65,0,yellow
21863,54,1,39,1,54,0,yellow
21864,77,1,28,2,77,0,yellow
21865,41,1,41,0,18,0,yellow
21866,76,2,36,1,76,0,yellow
21867,68,1,46,1,68,0,yellow
21868,44,1,44,0,25,0,yellow
21869,42,1,21,0,42,0,yellow
21870,165,6,83,17,165,1,red
21871,169,7,9,31,169,1,red
21872,90,2,25,9,90,0,yellow
21873,19,0,12,1,19,0,yellow
21874,197,4,197,3,155,1,red
21875,54,1,32,0,54,0,yellow
21876,84,2,24,3,84,0,yellow
21877,138,1,25,8,138,1,red
21878,121,3,5,8,121,1,red
21879,70,1,45,6,70,0,yellow
21880,50,1,7,1,50,0,yellow
21881,101,1,38,0,101,0,yellow
21882,171,4,154,1,171,1,red
21883,66,1,33,0,66,0,yellow
21884,57,1,42,1,57,0,yellow
21885,63,2,33,9,63,0,yellow
21886,71,1,71,0,43,0,yellow
21887,72,1,44,1,72,0,yellow
21888,63,1,63,0,21,0,yellow
21889,68,1,68,0,56,0,yellow
21890,164,2,47,5,164,1,red
21891,157,4,32,14,157,1,red
21892,64,1,59,0,64,0,yellow
21893,57,1,34,1,57,0,yellow
21894,23,1,7,1,23,0,yellow
21895,65,2,30,0,65,0,yellow
21896,80,2,44,4,80,0,yellow
21897,79,3,19,18,79,0,yellow
21898,67,1,25,4,67,0,yellow
21899,55,1,30,2,55,0,yellow
21900,29,0,12,1,29,0,yellow
21901,52,0,22,1,52,0,yellow
21902,90,1,25,0,90,0,yellow
21903,30,1,30,2,28,0,yellow
21904,77,2,16,5,77,0,yellow
21905,72,2,11,5,72,0,yellow
21906,80,1,24,1,80,0,yellow
21907,166,6,1,18,166,1,red
21908,150,1,32,2,150,1,red
21909,42,1,17,0,42,0,yellow
21910,22,1,9,0,22,0,yellow
21911,19,1,12,0,19,0,yellow
21912,65,2,7,9,65,0,yellow
21913,30,1,10,0,30,0,yellow
21914,50,0,29,0,50,0,yellow
21915,153,1,53,1,153,1,red
21916,55,1,43,0,55,0,yellow
21917,17,1,17,2,13,0,yellow
21918,48,1,36,3,48,0,yellow
21919,175,4,175,2,169,1,red
21920,57,1,50,1,57,0,yellow
21921,63,1,29,4,63,0,yellow
21922,153,3,68,1,153,1,red
21923,68,2,16,23,68,0,yellow
21924,75,2,42,2,75,0,yellow
21925,61,1,43,0,61,0,yellow
21926,29,0,11,1,29,0,yellow
21927,37,1,30,9,37,0,yellow
21928,70,1,38,1,70,0,yellow
21929,45,2,16,0,45,0,yellow
21930,67,2,17,18,67,0,yellow
21931,58,1,44,2,58,0,yellow
21932,67,2,25,1,67,0,yellow
21933,46,1,27,4,46,0,yellow
21934,36,1,36,1,20,0,yellow
21935,62,1,34,2,62,0,yellow
21936,76,1,35,1,76,0,yellow
21937,34,1,34,0,26,0,yellow
21938,31,1,31,0,14,0,yellow
21939,59,2,30,7,59,0,yellow
21940,74,2,32,5,74,0,yellow
21941,61,1,41,0,61,0,yellow
21942,77,3,1,10,77,0,yellow
21943,32,0,22,0,32,0,yellow
21944,70,1,24,1,70,0,yellow
21945,31,1,31,0,26,0,yellow
21946,44,1,44,0,39,0,yellow
21947,51,1,18,10,51,0,yellow
21948,194,5,6,26,194,1,red
21949,32,0,32,1,26,0,yellow
21950,71,2,27,7,71,0,yellow
21951,32,1,32,0,21,0,yellow
21952,35,1,19,1,35,0,yellow
21953,34,1,34,2,25,0,yellow
21954,71,1,24,1,71,0,yellow
21955,29,1,5,2,29,0,yellow
21956,29,0,29,2,28,0,yellow
21957,153,3,153,2,90,1,red
21958,42,1,42,2,36,0,yellow
21959,39,1,29,4,39,0,yellow
21960,31,1,30,3,31,0,yellow
21961,38,1,38,0,33,0,yellow
21962,59,2,22,9,59,0,yellow
21963,50,1,17,3,50,0,yellow
21964,37,1,37,1,30,0,yellow
21965,68,2,31,5,68,0,yellow
21966,68,1,21,1,68,0,yellow
21967,179,3,29,20,179,1,red
21968,108,1,33,0,108,1,red
21969,34,1,34,1,28,0,yellow
21970,56,1,45,1,56,0,yellow
21971,207,12,3,31,207,1,red
21972,62,1,52,0,62,0,yellow
21973,52,1,30,0,52,0,yellow
21974,54,1,28,6,54,0,yellow
21975,52,2,23,9,52,0,yellow
21976,65,1,27,2,65,0,yellow
21977,71,1,71,0,56,0,yellow
21978,46,1,39,1,46,0,yellow
21979,173,8,25,18,173,1,red
21980,197,4,27,10,197,1,red
21981,34,0,34,0,26,0,yellow
21982,79,1,46,0,79,0,yellow
21983,86,1,39,2,86,0,yellow
21984,119,2,26,6,119,1,red
21985,46,1,46,0,39,0,yellow
21986,42,1,42,0,19,0,yellow
21987,33,1,30,1,33,0,yellow
21988,83,2,21,17,83,0,yellow
21989,66,1,24,1,66,0,yellow
21990,36,1,25,2,36,0,yellow
21991,160,3,40,5,160,1,red
21992,40,1,40,0,18,0,yellow
21993,44,1,18,1,44,0,yellow
21994,21,0,21,0,13,0,yellow
21995,102,1,25,3,102,0,yellow
21996,49,1,17,0,49,0,yellow
21997,46,1,46,1,39,0,yellow
21998,95,1,95,1,17,0,yellow
21999,154,2,47,1,154,1,red
22000,30,0,24,1,30,0,yellow
22001,171,3,51,3,171,1,red
22002,35,1,35,1,28,0,yellow
22003,35,1,35,1,31,0,yellow
22004,67,2,6,3,67,0,yellow
22005,56,1,23,0,56,0,yellow
22006,26,0,24,0,26,0,yellow
22007,38,1,38,1,23,0,yellow
22008,88,5,18,9,88,0,yellow
