,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,clusters,cluster
4211,157,2,72,1,157,1,red
4212,164,5,33,9,164,1,red
4213,102,3,12,8,102,0,yellow
4214,42,1,42,0,23,0,yellow
4215,61,1,51,0,61,0,yellow
4216,48,1,43,1,48,0,yellow
4217,37,0,37,0,31,0,yellow
4218,125,1,38,9,125,1,red
4219,48,1,48,1,19,0,yellow
4220,62,1,52,0,62,0,yellow
4221,46,1,38,0,46,0,yellow
4222,64,1,46,0,64,0,yellow
4223,36,1,36,0,20,0,yellow
4224,82,1,26,18,82,0,yellow
4225,152,3,37,3,152,1,red
4226,72,2,22,10,72,0,yellow
4227,72,1,60,0,72,0,yellow
4228,50,1,36,1,50,0,yellow
4229,24,0,24,0,19,0,yellow
4230,85,1,85,1,14,0,yellow
4231,31,0,18,0,31,0,yellow
4232,28,0,16,0,28,0,yellow
4233,74,1,49,0,74,0,yellow
4234,72,1,29,1,72,0,yellow
4235,23,0,20,0,23,0,yellow
4236,66,1,49,0,66,0,yellow
4237,35,1,35,0,17,0,yellow
4238,52,1,40,2,52,0,yellow
4239,39,1,39,0,28,0,yellow
4240,46,1,44,0,46,0,yellow
4241,56,1,14,2,56,0,yellow
4242,145,4,37,7,145,1,red
4243,65,1,65,0,48,0,yellow
4244,51,1,38,3,51,0,yellow
4245,51,1,51,0,36,0,yellow
4246,181,4,24,9,181,1,red
4247,41,1,41,0,26,0,yellow
4248,162,4,45,9,162,1,red
4249,22,1,22,1,18,0,yellow
4250,72,1,72,1,59,0,yellow
4251,17,1,17,0,11,0,yellow
4252,68,1,45,0,68,0,yellow
4253,153,1,35,2,153,1,red
4254,165,5,41,12,165,1,red
4255,151,1,29,3,151,1,red
4256,51,1,32,1,51,0,yellow
4257,172,3,34,11,172,1,red
4258,65,1,61,0,65,0,yellow
4259,46,1,38,0,46,0,yellow
4260,50,1,44,2,50,0,yellow
4261,33,1,33,1,30,0,yellow
4262,43,1,43,0,22,0,yellow
4263,36,1,36,1,6,0,yellow
4264,40,1,29,0,40,0,yellow
4265,18,0,18,0,8,0,yellow
4266,74,1,30,1,74,0,yellow
4267,38,0,23,0,38,0,yellow
4268,41,1,41,0,32,0,yellow
4269,154,2,23,4,154,1,red
4270,95,3,23,17,95,0,yellow
4271,50,1,23,0,50,0,yellow
4272,60,1,47,0,60,0,yellow
4273,21,1,20,0,21,0,yellow
4274,85,2,12,1,85,0,yellow
4275,39,1,39,0,20,0,yellow
4276,51,1,46,3,51,0,yellow
4277,43,1,23,2,43,0,yellow
4278,43,0,32,0,43,0,yellow
4279,51,1,45,1,51,0,yellow
4280,161,1,38,3,161,1,red
4281,171,6,15,9,171,1,red
4282,50,1,50,0,11,0,yellow
4283,49,1,30,3,49,0,yellow
4284,42,1,42,0,31,0,yellow
4285,43,1,34,0,43,0,yellow
4286,58,1,36,4,58,0,yellow
4287,156,3,22,9,156,1,red
4288,23,0,23,0,17,0,yellow
4289,153,1,34,2,153,1,red
4290,59,1,55,0,59,0,yellow
4291,37,1,28,2,37,0,yellow
4292,59,2,9,3,59,0,yellow
4293,23,0,23,0,19,0,yellow
4294,35,0,35,0,34,0,yellow
4295,34,0,18,0,34,0,yellow
4296,65,2,18,3,65,0,yellow
4297,102,1,35,0,102,0,yellow
4298,190,1,35,3,190,1,red
4299,60,1,60,0,41,0,yellow
4300,52,1,32,3,52,0,yellow
4301,76,1,19,1,76,0,yellow
4302,95,1,39,0,95,0,yellow
4303,50,1,49,0,50,0,yellow
4304,39,1,39,0,32,0,yellow
4305,49,1,49,1,38,0,yellow
4306,82,2,82,1,35,0,yellow
4307,107,2,25,6,107,1,red
4308,30,1,30,0,24,0,yellow
4309,46,1,44,2,46,0,yellow
4310,103,1,36,0,103,0,yellow
4311,57,1,17,2,57,0,yellow
4312,47,1,47,3,42,0,yellow
4313,54,1,42,1,54,0,yellow
4314,47,1,21,0,47,0,yellow
4315,64,1,38,0,64,0,yellow
4316,55,1,32,5,55,0,yellow
4317,27,1,5,0,27,0,yellow
4318,90,3,2,6,90,0,yellow
4319,56,1,37,2,56,0,yellow
4320,69,2,4,2,69,0,yellow
4321,80,2,21,5,80,0,yellow
4322,35,1,35,0,26,0,yellow
4323,45,1,16,4,45,0,yellow
4324,164,6,54,18,164,1,red
4325,34,0,21,0,34,0,yellow
4326,69,1,69,0,54,0,yellow
4327,63,1,55,0,63,0,yellow
4328,47,1,40,3,47,0,yellow
4329,50,1,31,4,50,0,yellow
4330,52,1,30,2,52,0,yellow
4331,40,1,40,0,9,0,yellow
4332,26,0,19,0,26,0,yellow
4333,30,0,24,0,30,0,yellow
4334,91,3,36,8,91,0,yellow
4335,116,3,20,14,116,1,red
4336,39,1,31,0,39,0,yellow
4337,97,4,2,5,97,0,yellow
4338,30,0,17,0,30,0,yellow
4339,151,3,19,9,151,1,red
4340,87,1,63,0,87,0,yellow
4341,67,1,67,0,43,0,yellow
4342,160,2,33,3,160,1,red
4343,89,1,20,3,89,0,yellow
4344,70,1,70,0,42,0,yellow
4345,38,1,18,0,38,0,yellow
4346,30,0,15,0,30,0,yellow
4347,332,3,26,8,332,2,black
4348,46,1,46,0,34,0,yellow
4349,55,1,22,0,55,0,yellow
4350,58,1,41,0,58,0,yellow
4351,116,1,28,1,116,1,red
4352,31,1,31,0,31,0,yellow
4353,172,5,126,5,172,1,red
4354,59,1,15,0,59,0,yellow
4355,175,4,175,1,157,1,red
4356,97,2,97,2,77,0,yellow
4357,57,1,32,0,57,0,yellow
4358,34,1,34,0,32,0,yellow
4359,33,1,33,0,31,0,yellow
4360,55,0,25,0,55,0,yellow
4361,113,1,39,0,113,1,red
4362,63,0,22,0,63,0,yellow
4363,34,1,32,0,34,0,yellow
4364,124,1,44,0,124,1,red
4365,55,2,28,11,55,0,yellow
4366,55,1,15,10,55,0,yellow
4367,52,1,20,10,52,0,yellow
4368,63,1,27,8,63,0,yellow
4369,62,1,17,3,62,0,yellow
4370,58,2,18,1,58,0,yellow
4371,38,1,13,1,38,0,yellow
4372,28,0,28,2,12,0,yellow
4373,62,1,8,3,62,0,yellow
4374,65,2,14,19,65,0,yellow
4375,58,1,40,1,58,0,yellow
4376,58,2,26,8,58,0,yellow
4377,57,1,29,6,57,0,yellow
4378,56,1,31,1,56,0,yellow
4379,22,1,7,1,22,0,yellow
4380,61,2,5,4,61,0,yellow
4381,42,1,26,3,42,0,yellow
4382,47,1,47,1,27,0,yellow
4383,157,3,119,1,157,1,red
4384,114,2,21,3,114,1,red
4385,86,2,15,0,86,0,yellow
4386,53,1,31,2,53,0,yellow
4387,65,1,34,3,65,0,yellow
4388,65,1,34,1,65,0,yellow
4389,74,2,23,0,74,0,yellow
4390,49,1,46,2,49,0,yellow
4391,78,3,15,0,78,0,yellow
4392,53,1,26,9,53,0,yellow
4393,45,1,45,1,21,0,yellow
4394,51,1,24,0,51,0,yellow
4395,42,1,17,0,42,0,yellow
4396,56,1,46,2,56,0,yellow
4397,159,5,5,12,159,1,red
4398,47,1,47,2,45,0,yellow
4399,106,1,19,3,106,0,yellow
4400,34,1,29,5,34,0,yellow
4401,51,1,32,3,51,0,yellow
4402,31,1,31,4,28,0,yellow
4403,74,2,3,3,74,0,yellow
4404,87,1,87,1,66,0,yellow
4405,48,2,37,9,48,0,yellow
4406,18,0,18,0,17,0,yellow
4407,24,1,0,2,24,0,yellow
4408,22,0,17,1,22,0,yellow
4409,21,0,12,1,21,0,yellow
4410,61,1,19,0,61,0,yellow
4411,57,0,24,0,57,0,yellow
4412,76,1,24,0,76,0,yellow
4413,42,1,42,1,42,0,yellow
4414,27,1,27,3,18,0,yellow
4415,31,1,31,1,20,0,yellow
4416,31,1,31,1,26,0,yellow
4417,26,1,20,4,26,0,yellow
4418,31,0,31,2,15,0,yellow
4419,25,1,17,1,25,0,yellow
4420,39,1,34,2,39,0,yellow
4421,158,2,49,6,158,1,red
4422,168,3,168,1,152,1,red
4423,51,0,24,0,51,0,yellow
4424,25,1,25,0,16,0,yellow
4425,110,4,4,35,110,1,red
4426,61,1,18,0,61,0,yellow
4427,60,2,31,7,60,0,yellow
4428,73,2,23,14,73,0,yellow
4429,137,2,26,4,137,1,red
4430,112,0,36,0,112,1,red
4431,160,3,67,2,160,1,red
4432,52,1,11,0,52,0,yellow
4433,54,1,45,0,54,0,yellow
4434,19,0,19,0,16,0,yellow
4435,34,1,34,0,5,0,yellow
4436,60,1,43,0,60,0,yellow
4437,66,1,54,0,66,0,yellow
4438,63,1,40,0,63,0,yellow
4439,89,2,23,4,89,0,yellow
4440,40,1,40,2,18,0,yellow
4441,126,3,6,23,126,1,red
4442,59,1,8,3,59,0,yellow
4443,214,12,2,27,214,1,red
4444,42,1,42,0,22,0,yellow
4445,77,2,32,6,77,0,yellow
4446,137,4,46,9,137,1,red
4447,41,1,28,0,41,0,yellow
4448,67,1,13,5,67,0,yellow
4449,66,1,58,0,66,0,yellow
4450,70,2,10,3,70,0,yellow
4451,54,1,49,0,54,0,yellow
4452,41,1,41,0,11,0,yellow
4453,58,1,44,2,58,0,yellow
4454,35,1,35,0,17,0,yellow
4455,69,1,32,2,69,0,yellow
4456,31,1,31,0,10,0,yellow
4457,84,1,20,4,84,0,yellow
4458,66,1,6,3,66,0,yellow
4459,42,1,42,0,15,0,yellow
4460,118,1,31,3,118,1,red
4461,85,3,22,19,85,0,yellow
4462,42,1,39,3,42,0,yellow
4463,36,1,16,1,36,0,yellow
4464,34,1,34,0,4,0,yellow
4465,63,1,53,0,63,0,yellow
4466,120,1,26,0,120,1,red
4467,163,3,44,5,163,1,red
4468,84,2,45,0,84,0,yellow
4469,100,1,35,0,100,0,yellow
4470,95,2,22,1,95,0,yellow
4471,162,2,35,3,162,1,red
4472,33,0,33,1,28,0,yellow
4473,42,1,42,0,37,0,yellow
4474,80,1,60,0,80,0,yellow
4475,50,1,34,6,50,0,yellow
4476,71,2,30,6,71,0,yellow
4477,61,1,22,1,61,0,yellow
4478,52,1,24,0,52,0,yellow
4479,78,2,49,1,78,0,yellow
4480,71,2,8,0,71,0,yellow
4481,96,1,41,0,96,0,yellow
4482,52,1,20,0,52,0,yellow
4483,32,1,32,5,29,0,yellow
4484,56,1,50,0,56,0,yellow
4485,46,1,37,4,46,0,yellow
4486,45,1,36,1,45,0,yellow
4487,43,1,43,0,36,0,yellow
4488,62,1,21,0,62,0,yellow
4489,63,1,50,0,63,0,yellow
4490,93,1,48,0,93,0,yellow
4491,102,2,12,1,102,0,yellow
4492,49,1,49,0,43,0,yellow
4493,183,9,0,42,183,1,red
4494,124,1,35,1,124,1,red
4495,170,4,168,1,170,1,red
4496,31,0,15,0,31,0,yellow
4497,34,1,34,0,24,0,yellow
4498,53,1,40,2,53,0,yellow
4499,60,2,45,4,60,0,yellow
4500,158,6,7,17,158,1,red
4501,50,1,20,15,50,0,yellow
4502,36,1,33,2,36,0,yellow
4503,173,1,36,0,173,1,red
4504,31,1,31,0,13,0,yellow
4505,55,1,30,2,55,0,yellow
4506,32,1,32,0,23,0,yellow
4507,36,2,34,5,36,0,yellow
4508,71,2,2,5,71,0,yellow
4509,39,1,39,0,32,0,yellow
4510,192,1,36,0,192,1,red
4511,159,4,159,4,108,1,red
4512,62,1,48,4,62,0,yellow
4513,168,1,29,0,168,1,red
4514,37,2,37,0,27,0,yellow
4515,70,1,54,0,70,0,yellow
4516,50,1,30,3,50,0,yellow
4517,51,1,32,8,51,0,yellow
4518,34,0,15,1,34,0,yellow
4519,71,1,71,1,47,0,yellow
4520,181,11,12,8,181,1,red
4521,61,1,15,11,61,0,yellow
4522,87,4,5,39,87,0,yellow
4523,14,0,6,0,14,0,yellow
4524,70,1,38,2,70,0,yellow
4525,34,0,34,1,17,0,yellow
4526,56,2,5,11,56,0,yellow
4527,76,2,6,10,76,0,yellow
4528,122,2,5,10,122,1,red
4529,119,3,3,9,119,1,red
4530,122,3,2,10,122,1,red
4531,58,1,15,7,58,0,yellow
4532,60,1,19,1,60,0,yellow
4533,104,0,14,0,104,0,yellow
4534,165,4,96,5,165,1,red
4535,80,1,32,1,80,0,yellow
4536,66,2,8,5,66,0,yellow
4537,20,0,16,0,20,0,yellow
4538,172,1,39,0,172,1,red
4539,71,2,9,3,71,0,yellow
4540,225,10,9,23,225,1,red
4541,62,1,59,0,62,0,yellow
4542,56,1,53,0,56,0,yellow
4543,113,3,7,9,113,1,red
4544,164,5,4,13,164,1,red
4545,132,3,45,5,132,1,red
4546,176,3,114,1,176,1,red
4547,156,2,38,2,156,1,red
4548,166,4,126,5,166,1,red
4549,169,3,102,3,169,1,red
4550,48,1,22,0,48,0,yellow
4551,29,0,29,0,19,0,yellow
4552,49,1,19,0,49,0,yellow
4553,64,1,32,1,64,0,yellow
4554,36,0,36,0,18,0,yellow
4555,68,2,34,6,68,0,yellow
4556,193,9,16,29,193,1,red
4557,60,1,27,0,60,0,yellow
4558,20,0,20,0,14,0,yellow
4559,39,1,39,0,27,0,yellow
4560,87,1,41,0,87,0,yellow
4561,164,2,57,2,164,1,red
4562,91,1,47,0,91,0,yellow
4563,47,1,38,2,47,0,yellow
4564,103,1,27,1,103,0,yellow
4565,162,4,42,13,162,1,red
4566,161,3,59,6,161,1,red
4567,180,4,101,6,180,1,red
4568,46,1,46,0,44,0,yellow
4569,60,2,33,5,60,0,yellow
4570,43,1,43,0,18,0,yellow
4571,70,1,46,0,70,0,yellow
4572,44,1,44,0,37,0,yellow
4573,55,1,43,0,55,0,yellow
4574,44,1,44,0,12,0,yellow
4575,97,2,58,2,97,0,yellow
4576,127,3,13,1,127,1,red
4577,50,1,39,2,50,0,yellow
4578,69,1,46,1,69,0,yellow
4579,24,1,16,0,24,0,yellow
4580,38,1,38,0,18,0,yellow
4581,43,1,43,0,28,0,yellow
4582,131,1,31,13,131,1,red
4583,53,1,18,5,53,0,yellow
4584,43,1,28,0,43,0,yellow
4585,26,0,26,1,12,0,yellow
4586,41,1,41,0,14,0,yellow
4587,54,1,43,0,54,0,yellow
4588,40,1,35,1,40,0,yellow
4589,85,1,24,1,85,0,yellow
4590,64,1,52,0,64,0,yellow
4591,195,8,10,19,195,1,red
4592,67,1,67,0,45,0,yellow
4593,22,0,22,0,18,0,yellow
4594,24,0,24,1,11,0,yellow
4595,25,1,11,0,25,0,yellow
4596,77,1,33,1,77,0,yellow
4597,41,1,41,1,20,0,yellow
4598,59,1,34,1,59,0,yellow
4599,49,1,38,1,49,0,yellow
4600,55,1,30,3,55,0,yellow
4601,41,1,41,0,18,0,yellow
4602,72,1,72,1,56,0,yellow
4603,59,0,25,2,59,0,yellow
4604,41,1,24,0,41,0,yellow
4605,155,4,43,7,155,1,red
4606,220,10,9,23,220,1,red
4607,71,1,45,1,71,0,yellow
4608,57,1,27,0,57,0,yellow
4609,177,5,41,13,177,1,red
4610,94,4,2,4,94,0,yellow
4611,30,0,24,0,30,0,yellow
4612,84,2,25,19,84,0,yellow
4613,38,1,38,0,23,0,yellow
4614,181,10,0,25,181,1,red
4615,68,1,28,0,68,0,yellow
4616,166,7,11,19,166,1,red
4617,90,1,66,0,90,0,yellow
4618,74,1,74,0,27,0,yellow
4619,59,1,41,0,59,0,yellow
4620,42,1,38,0,42,0,yellow
4621,52,1,46,2,52,0,yellow
4622,57,1,39,0,57,0,yellow
4623,43,1,18,0,43,0,yellow
4624,89,1,29,1,89,0,yellow
4625,44,1,41,0,44,0,yellow
4626,34,1,34,4,30,0,yellow
4627,51,1,16,0,51,0,yellow
4628,35,1,35,1,15,0,yellow
4629,24,0,24,1,11,0,yellow
4630,65,2,23,1,65,0,yellow
4631,90,2,17,3,90,0,yellow
4632,51,1,12,11,51,0,yellow
4633,63,1,45,0,63,0,yellow
4634,63,1,47,1,63,0,yellow
4635,50,2,31,14,50,0,yellow
4636,132,2,42,9,132,1,red
4637,68,1,35,0,68,0,yellow
4638,46,1,46,2,45,0,yellow
4639,33,1,33,0,14,0,yellow
4640,32,1,32,0,4,0,yellow
4641,39,1,39,2,38,0,yellow
4642,45,1,45,0,15,0,yellow
4643,74,2,34,3,74,0,yellow
4644,38,1,15,6,38,0,yellow
4645,62,1,43,0,62,0,yellow
4646,35,0,27,1,35,0,yellow
4647,75,2,5,8,75,0,yellow
4648,131,2,18,4,131,1,red
4649,84,2,4,0,84,0,yellow
4650,67,1,33,4,67,0,yellow
4651,30,0,30,0,29,0,yellow
4652,43,1,10,4,43,0,yellow
4653,18,0,18,0,2,0,yellow
4654,32,1,11,2,32,0,yellow
4655,35,1,35,0,34,0,yellow
4656,45,1,32,7,45,0,yellow
4657,164,1,47,0,164,1,red
4658,63,1,21,5,63,0,yellow
4659,25,1,5,3,25,0,yellow
4660,35,1,12,0,35,0,yellow
4661,35,1,26,0,35,0,yellow
4662,500,1,51,2,396,2,black
4663,76,2,41,0,76,0,yellow
4664,47,1,47,1,39,0,yellow
4665,47,1,37,0,47,0,yellow
4666,89,1,19,0,89,0,yellow
4667,89,1,28,0,89,0,yellow
4668,135,1,40,0,135,1,red
4669,29,1,29,0,14,0,yellow
4670,160,1,40,0,160,1,red
4671,163,1,65,1,163,1,red
4672,50,1,33,8,50,0,yellow
4673,63,2,26,8,63,0,yellow
4674,48,1,15,3,48,0,yellow
4675,63,1,63,1,60,0,yellow
4676,46,1,46,1,29,0,yellow
4677,55,1,27,2,55,0,yellow
4678,28,0,19,1,28,0,yellow
4679,117,2,42,9,117,1,red
4680,37,1,37,1,37,0,yellow
4681,32,1,32,0,11,0,yellow
4682,42,1,42,0,29,0,yellow
4683,89,2,32,6,89,0,yellow
4684,62,1,22,0,62,0,yellow
4685,35,1,35,3,20,0,yellow
4686,67,1,16,8,67,0,yellow
4687,108,5,19,4,108,1,red
4688,55,1,28,4,55,0,yellow
4689,39,1,39,2,30,0,yellow
4690,41,1,41,1,26,0,yellow
4691,59,1,12,15,59,0,yellow
4692,36,1,36,3,36,0,yellow
4693,24,0,17,3,24,0,yellow
4694,84,3,16,10,84,0,yellow
4695,179,4,179,2,175,1,red
4696,64,1,48,1,64,0,yellow
4697,15,0,13,2,15,0,yellow
4698,18,0,7,0,18,0,yellow
4699,155,7,17,10,155,1,red
4700,36,1,21,1,36,0,yellow
4701,42,1,5,2,42,0,yellow
4702,60,1,44,1,60,0,yellow
4703,55,1,43,1,55,0,yellow
4704,99,3,4,23,99,0,yellow
4705,21,0,11,0,21,0,yellow
4706,63,2,19,14,63,0,yellow
4707,41,1,30,0,41,0,yellow
4708,55,1,55,0,47,0,yellow
4709,122,1,38,0,122,1,red
4710,121,4,0,5,121,1,red
4711,58,1,37,2,58,0,yellow
4712,68,1,35,1,68,0,yellow
4713,51,1,25,0,51,0,yellow
4714,59,1,32,0,59,0,yellow
4715,36,1,36,0,35,0,yellow
4716,82,1,47,0,82,0,yellow
4717,17,1,9,1,17,0,yellow
4718,74,1,39,1,74,0,yellow
4719,25,0,25,0,9,0,yellow
4720,38,1,1,0,38,0,yellow
4721,100,4,3,6,100,0,yellow
4722,34,1,4,1,34,0,yellow
4723,33,1,33,2,18,0,yellow
4724,161,3,152,1,161,1,red
4725,48,1,42,2,48,0,yellow
4726,87,3,1,6,87,0,yellow
4727,49,1,11,4,49,0,yellow
4728,93,1,41,6,93,0,yellow
4729,158,3,124,0,158,1,red
4730,64,2,18,5,64,0,yellow
4731,23,0,23,2,22,0,yellow
4732,77,2,23,7,77,0,yellow
4733,70,2,20,10,70,0,yellow
4734,55,1,14,17,55,0,yellow
4735,40,1,9,4,40,0,yellow
4736,20,0,16,3,20,0,yellow
4737,27,0,27,1,21,0,yellow
4738,71,1,29,3,71,0,yellow
4739,97,1,56,0,97,0,yellow
4740,64,1,45,0,64,0,yellow
4741,57,1,50,0,57,0,yellow
4742,31,1,30,2,31,0,yellow
4743,35,1,35,0,13,0,yellow
4744,106,1,40,0,106,1,red
4745,53,1,25,7,53,0,yellow
4746,39,1,39,2,28,0,yellow
4747,38,1,23,3,38,0,yellow
4748,69,1,61,0,69,0,yellow
4749,81,1,35,0,81,0,yellow
4750,56,1,41,1,56,0,yellow
4751,41,1,34,1,41,0,yellow
4752,51,1,44,0,51,0,yellow
4753,44,1,18,1,44,0,yellow
4754,151,3,40,5,151,1,red
4755,61,1,51,0,61,0,yellow
4756,37,0,24,0,37,0,yellow
4757,173,1,26,2,173,1,red
4758,54,1,40,4,54,0,yellow
4759,264,9,2,17,264,1,red
4760,56,1,47,0,56,0,yellow
4761,61,1,28,3,61,0,yellow
4762,151,4,28,14,151,1,red
4763,52,1,26,2,52,0,yellow
4764,106,2,41,1,106,1,red
4765,25,0,25,0,18,0,yellow
4766,96,3,23,13,96,0,yellow
4767,28,0,20,0,28,0,yellow
4768,48,1,39,1,48,0,yellow
4769,44,1,39,1,44,0,yellow
4770,24,1,14,0,24,0,yellow
4771,55,1,55,1,52,0,yellow
4772,169,3,66,4,169,1,red
4773,47,1,32,1,47,0,yellow
4774,49,1,49,1,14,0,yellow
4775,25,0,25,4,13,0,yellow
4776,143,4,4,23,143,1,red
4777,172,4,95,5,172,1,red
4778,55,1,34,1,55,0,yellow
4779,198,10,3,24,198,1,red
4780,106,2,68,0,106,1,red
4781,72,1,27,6,72,0,yellow
4782,111,3,43,3,111,1,red
4783,45,1,45,1,37,0,yellow
4784,25,0,25,0,23,0,yellow
4785,39,1,25,0,39,0,yellow
4786,42,1,21,0,42,0,yellow
4787,28,0,19,0,28,0,yellow
4788,38,0,38,0,15,0,yellow
4789,54,1,47,0,54,0,yellow
4790,36,1,4,0,36,0,yellow
4791,31,1,29,2,31,0,yellow
4792,117,3,17,26,117,1,red
4793,26,1,5,0,26,0,yellow
4794,59,1,58,0,59,0,yellow
4795,23,0,23,0,16,0,yellow
4796,40,1,40,0,21,0,yellow
4797,48,1,38,1,48,0,yellow
4798,30,0,25,0,30,0,yellow
4799,71,2,0,20,71,0,yellow
4800,34,1,33,1,34,0,yellow
4801,28,1,5,0,28,0,yellow
4802,68,1,68,0,61,0,yellow
4803,281,15,6,59,281,1,red
4804,93,2,14,5,93,0,yellow
4805,65,1,59,0,65,0,yellow
4806,72,1,20,1,72,0,yellow
4807,175,4,78,8,175,1,red
4808,52,1,20,0,52,0,yellow
4809,90,1,19,0,90,0,yellow
4810,55,1,27,0,55,0,yellow
4811,54,1,45,0,54,0,yellow
4812,59,1,44,0,59,0,yellow
4813,54,1,29,0,54,0,yellow
4814,39,1,32,7,39,0,yellow
4815,67,1,62,0,67,0,yellow
4816,91,1,91,1,29,0,yellow
4817,34,1,34,1,8,0,yellow
4818,42,0,42,0,10,0,yellow
4819,41,1,26,6,41,0,yellow
4820,56,1,48,0,56,0,yellow
4821,38,1,23,2,38,0,yellow
4822,116,1,38,1,116,1,red
4823,84,1,28,0,84,0,yellow
4824,11,0,11,0,5,0,yellow
4825,82,1,46,0,82,0,yellow
4826,48,1,3,0,48,0,yellow
4827,31,1,18,0,31,0,yellow
4828,41,1,41,1,20,0,yellow
4829,57,1,44,0,57,0,yellow
4830,172,6,19,22,172,1,red
4831,89,1,25,1,89,0,yellow
4832,42,1,42,1,17,0,yellow
4833,172,3,43,3,172,1,red
4834,46,1,38,1,46,0,yellow
4835,68,1,67,0,68,0,yellow
4836,40,1,27,0,40,0,yellow
4837,85,2,26,1,85,0,yellow
4838,66,1,54,0,66,0,yellow
4839,45,1,18,1,45,0,yellow
4840,174,7,15,18,174,1,red
4841,164,4,29,31,164,1,red
4842,33,1,10,1,33,0,yellow
4843,63,1,12,4,63,0,yellow
4844,82,1,41,0,82,0,yellow
4845,63,1,63,0,48,0,yellow
4846,87,1,70,1,87,0,yellow
4847,96,1,44,0,96,0,yellow
4848,59,1,29,0,59,0,yellow
4849,28,1,21,0,28,0,yellow
4850,54,1,30,0,54,0,yellow
4851,68,1,27,2,68,0,yellow
4852,61,1,28,3,61,0,yellow
4853,211,2,38,5,211,1,red
4854,54,1,48,0,54,0,yellow
4855,62,1,51,0,62,0,yellow
4856,49,1,49,1,49,0,yellow
4857,38,0,38,0,11,0,yellow
4858,38,1,38,0,38,0,yellow
4859,195,8,17,51,195,1,red
4860,190,1,35,3,190,1,red
4861,43,1,43,0,25,0,yellow
4862,64,1,39,0,64,0,yellow
4863,55,1,26,3,55,0,yellow
4864,55,1,24,0,55,0,yellow
4865,61,1,29,2,61,0,yellow
4866,53,1,40,1,53,0,yellow
4867,158,3,11,9,158,1,red
4868,136,1,33,2,136,1,red
4869,66,1,26,2,66,0,yellow
4870,65,1,60,0,65,0,yellow
4871,108,3,1,13,108,0,yellow
4872,189,2,126,0,189,1,red
4873,142,1,41,0,142,1,red
4874,59,2,25,4,59,0,yellow
4875,53,1,30,5,53,0,yellow
4876,65,1,25,2,65,0,yellow
4877,29,1,29,0,10,0,yellow
4878,62,1,38,1,62,0,yellow
4879,30,1,30,0,19,0,yellow
4880,154,2,79,1,154,1,red
4881,156,1,34,3,156,1,red
4882,39,1,25,0,39,0,yellow
4883,25,0,13,0,25,0,yellow
4884,31,1,31,0,21,0,yellow
4885,44,1,44,1,20,0,yellow
4886,70,1,19,6,70,0,yellow
4887,53,2,24,0,53,0,yellow
4888,68,2,27,8,68,0,yellow
4889,67,1,38,0,67,0,yellow
4890,68,2,47,0,68,0,yellow
4891,75,2,9,4,75,0,yellow
4892,71,2,52,11,71,0,yellow
4893,34,1,28,1,34,0,yellow
4894,66,1,39,2,66,0,yellow
4895,48,1,30,6,48,0,yellow
4896,30,0,9,2,30,0,yellow
4897,55,1,37,4,55,0,yellow
4898,212,14,21,17,212,1,red
4899,61,1,28,6,61,0,yellow
4900,50,1,37,3,50,0,yellow
4901,52,2,37,8,52,0,yellow
4902,66,2,24,9,66,0,yellow
4903,55,1,45,0,55,0,yellow
4904,62,1,34,3,62,0,yellow
4905,108,2,106,3,108,1,red
4906,51,1,18,4,51,0,yellow
4907,66,1,35,3,66,0,yellow
4908,46,1,17,0,46,0,yellow
4909,61,1,34,2,61,0,yellow
4910,166,3,140,0,166,1,red
4911,168,1,65,0,168,1,red
4912,58,1,43,0,58,0,yellow
4913,155,3,93,2,155,1,red
4914,41,1,32,0,41,0,yellow
4915,60,1,21,5,60,0,yellow
4916,169,9,11,6,169,1,red
4917,183,1,32,0,183,1,red
4918,53,1,48,0,53,0,yellow
4919,68,2,3,5,68,0,yellow
4920,49,1,49,2,38,0,yellow
4921,76,1,43,0,76,0,yellow
4922,76,2,36,7,76,0,yellow
4923,175,1,35,0,175,1,red
4924,165,4,159,2,165,1,red
4925,64,1,35,3,64,0,yellow
4926,50,1,36,3,50,0,yellow
4927,58,1,10,15,58,0,yellow
4928,59,1,26,2,59,0,yellow
4929,173,4,173,1,171,1,red
4930,38,1,19,0,38,0,yellow
4931,68,1,34,1,68,0,yellow
4932,41,1,17,0,41,0,yellow
4933,29,1,29,3,21,0,yellow
4934,79,1,44,1,79,0,yellow
4935,163,3,152,1,163,1,red
4936,101,3,101,7,98,1,red
4937,162,3,149,1,162,1,red
4938,59,1,27,5,59,0,yellow
4939,57,1,47,0,57,0,yellow
4940,34,1,34,1,17,0,yellow
4941,30,1,26,5,30,0,yellow
4942,17,0,11,2,17,0,yellow
4943,55,1,21,2,55,0,yellow
4944,50,1,23,5,50,0,yellow
4945,54,1,18,6,54,0,yellow
4946,45,1,14,12,45,0,yellow
4947,129,4,3,35,129,1,red
4948,61,1,35,3,61,0,yellow
4949,63,1,37,2,63,0,yellow
4950,65,1,42,0,65,0,yellow
4951,33,1,33,3,19,0,yellow
4952,83,2,31,13,83,0,yellow
4953,41,1,41,0,33,0,yellow
4954,35,0,24,0,35,0,yellow
4955,57,1,42,1,57,0,yellow
4956,56,1,23,9,56,0,yellow
4957,65,2,65,0,49,0,yellow
4958,29,0,29,1,24,0,yellow
